sample,time_s,measured_speed_rad_s,predicted_speed_rad_s,prediction_error_rad_s,a,b
1,0.009264200,3.126150000,3.089121000,0.037029000,0.575153000,4.381722000
2,0.020388100,3.088486000,3.112530000,-0.024044000,0.574445000,4.385312000
3,0.022776000,3.126150000,3.089759000,0.036391000,0.575327000,4.381495000
4,0.024460300,3.088486000,3.113008000,-0.024522000,0.574657000,4.384917000
5,0.026228700,3.126150000,3.090294000,0.035856000,0.575457000,4.381487000
6,0.028011800,3.088486000,3.113412000,-0.024926000,0.574820000,4.384759000
7,0.029460500,3.126150000,3.090750000,0.035400000,0.575552000,4.381652000
8,0.030857700,3.088486000,3.113757000,-0.025271000,0.574944000,4.384790000
9,0.032395400,3.126150000,3.091143000,0.035007000,0.575618000,4.381959000
10,0.034244400,3.088486000,3.114056000,-0.025570000,0.575036000,4.384977000
11,0.035574800,3.126150000,3.091485000,0.034665000,0.575661000,4.382382000
12,0.036904100,3.088486000,3.114317000,-0.025831000,0.575103000,4.385293000
13,0.038221100,3.126150000,3.091786000,0.034364000,0.575684000,4.382905000
14,0.039509100,3.088486000,3.114546000,-0.026060000,0.575148000,4.385717000
15,0.040943800,3.728782000,4.188481000,-0.459699000,0.645802000,3.645694000
16,0.042713200,4.670393000,4.413188000,0.257205000,0.623587000,3.888330000
17,0.044318900,5.160031000,5.050981000,0.109050000,0.620968000,3.927175000
18,0.046157400,5.423683000,5.364158000,0.059525000,0.621366000,3.931063000
19,0.048038900,5.574340000,5.532178000,0.042162000,0.622292000,3.927538000
20,0.049484300,5.649670000,5.629014000,0.020656000,0.622898000,3.924230000
21,0.140608300,5.762663000,5.677494000,0.085169000,0.625598000,3.908042000
22,0.146234500,5.762663000,5.754535000,0.008128000,0.625891000,3.906111000
23,0.148615100,5.837992000,5.755157000,0.082835000,0.628671000,3.887748000
24,0.150522500,5.800327000,5.808436000,-0.008109000,0.628382000,3.889751000
25,0.152889300,5.875656000,5.784187000,0.091469000,0.631247000,3.870349000
26,0.156507700,5.837992000,5.837681000,0.000311000,0.631257000,3.870275000
27,0.167615800,5.837992000,5.813926000,0.024066000,0.631971000,3.865319000
28,0.174703400,5.875656000,5.815365000,0.060291000,0.633665000,3.853548000
29,0.249624900,5.875656000,5.842650000,0.033006000,0.634612000,3.846786000
30,0.252293200,5.837992000,5.844495000,-0.006503000,0.634435000,3.848054000
31,0.254244400,5.875656000,5.820254000,0.055402000,0.635770000,3.838813000
32,0.261508500,5.875656000,5.846911000,0.028745000,0.636489000,3.833669000
33,0.289587200,5.837992000,5.848309000,-0.010317000,0.636242000,3.835438000
34,0.348176200,5.875656000,5.823864000,0.051792000,0.637334000,3.827904000
35,0.350948300,5.875656000,5.850103000,0.025553000,0.637902000,3.823833000
36,0.352631300,5.875656000,5.851203000,0.024453000,0.638426000,3.820080000
37,0.358246200,5.837992000,5.852218000,-0.014226000,0.638132000,3.822186000
38,0.382019500,5.875656000,5.827614000,0.048042000,0.639000000,3.816239000
39,0.450898900,5.875656000,5.853474000,0.022182000,0.639430000,3.813150000
40,0.453680900,5.837992000,5.854305000,-0.016313000,0.639123000,3.815350000
41,0.455355200,5.875656000,5.829640000,0.046016000,0.639874000,3.810225000
42,0.459192200,5.875656000,5.855303000,0.020353000,0.640236000,3.807626000
43,0.481543300,5.875656000,5.855999000,0.019657000,0.640575000,3.805187000
44,0.550054500,5.837992000,5.856652000,-0.018660000,0.640262000,3.807438000
45,0.554379900,5.875656000,5.831934000,0.043722000,0.640892000,3.803159000
46,0.556764500,5.875656000,5.857400000,0.018256000,0.641184000,3.801058000
47,0.567121400,5.837992000,5.857960000,-0.019968000,0.640873000,3.803298000
48,0.575557600,5.875656000,5.833225000,0.042431000,0.641436000,3.799490000
49,0.655669000,5.875656000,5.858579000,0.017077000,0.641691000,3.797654000
50,0.659287800,5.875656000,5.859066000,0.016590000,0.641933000,3.795911000
51,0.661265900,5.837992000,5.859529000,-0.021537000,0.641626000,3.798123000
52,0.667256200,5.875656000,5.834775000,0.040881000,0.642116000,3.794833000
53,0.683910400,5.875656000,5.860011000,0.015645000,0.642330000,3.793286000
54,0.700776300,5.875656000,5.860420000,0.015236000,0.642535000,3.791810000
55,0.760453500,6.289966000,6.619172000,-0.329206000,0.668785000,3.508311000
56,0.763763700,6.930261000,6.837864000,0.092397000,0.663761000,3.563622000
57,0.768418500,7.269241000,7.272756000,-0.003515000,0.663851000,3.562549000
58,0.775697800,7.419899000,7.497604000,-0.077705000,0.664675000,3.550549000
59,0.801047000,7.570557000,7.594731000,-0.024174000,0.664772000,3.548444000
60,0.869425500,7.608222000,7.694028000,-0.085806000,0.664568000,3.546598000
61,0.874152700,7.683551000,7.716128000,-0.032577000,0.664441000,3.546433000
62,0.876603400,7.683551000,7.765092000,-0.081541000,0.663874000,3.548629000
63,0.883845300,7.758879000,7.762380000,-0.003501000,0.663850000,3.548721000
64,0.900950300,7.721215000,7.812274000,-0.091059000,0.662959000,3.553968000
65,0.971878700,7.758879000,7.784328000,-0.025449000,0.662758000,3.554985000
66,0.975275600,7.758879000,7.808497000,-0.049618000,0.662295000,3.557721000
67,0.977949700,7.758879000,7.806959000,-0.048080000,0.661858000,3.560305000
68,0.985608800,7.796544000,7.805507000,-0.008963000,0.661779000,3.560775000
69,1.000415200,7.834208000,7.830169000,0.004039000,0.661820000,3.560502000
70,1.015754500,7.834208000,7.855215000,-0.021007000,0.661575000,3.562233000
71,1.093736500,7.871873000,7.854595000,0.017278000,0.661772000,3.560843000
72,1.097137800,7.834208000,7.880018000,-0.045810000,0.661188000,3.565201000
73,1.098985700,7.871873000,7.853785000,0.018088000,0.661384000,3.563821000
74,1.100787100,7.834208000,7.879192000,-0.044984000,0.660834000,3.567927000
75,1.117387800,7.871873000,7.853055000,0.018818000,0.661028000,3.566562000
76,1.223613000,7.834208000,7.878448000,-0.044240000,0.660508000,3.570446000
77,1.227199400,7.834208000,7.852395000,-0.018187000,0.660329000,3.571703000
78,1.229189100,7.871873000,7.851936000,0.019937000,0.660522000,3.570353000
79,1.230936400,7.834208000,7.877307000,-0.043099000,0.660042000,3.573947000
80,1.232780400,7.834208000,7.851369000,-0.017161000,0.659884000,3.575058000
81,1.250542600,7.871873000,7.850962000,0.020911000,0.660073000,3.573730000
82,1.266797200,7.834208000,7.876311000,-0.042103000,0.659628000,3.577080000
83,1.338595200,7.834208000,7.850472000,-0.016264000,0.659486000,3.578071000
84,1.341378900,7.871873000,7.850106000,0.021767000,0.659672000,3.576768000
85,1.343236700,7.871873000,7.875434000,-0.003561000,0.659636000,3.577040000
86,1.351115300,7.871873000,7.875354000,-0.003481000,0.659602000,3.577301000
87,1.366784900,7.834208000,7.875278000,-0.041070000,0.659201000,3.580327000
88,1.384140200,7.871873000,7.849560000,0.022313000,0.659377000,3.579103000
89,1.447759000,7.871873000,7.874856000,-0.002983000,0.659348000,3.579316000
90,1.450201100,7.871873000,7.874794000,-0.002921000,0.659321000,3.579523000
91,1.452160700,7.834208000,7.874733000,-0.040525000,0.658948000,3.582339000
92,1.461815400,7.871873000,7.849090000,0.022783000,0.659115000,3.581187000
93,1.477627700,7.871873000,7.874358000,-0.002485000,0.659092000,3.581356000
94,1.551697000,7.834208000,7.874309000,-0.040101000,0.658738000,3.584035000
95,1.554317000,7.231577000,6.594306000,0.637271000,0.726940000,2.889874000
96,1.555894600,6.176972000,6.412875000,-0.235903000,0.710405000,3.057794000
97,1.559718500,5.499012000,5.611269000,-0.112257000,0.705664000,3.105500000
98,1.580300800,5.084702000,5.122652000,-0.037950000,0.704635000,3.115698000
99,1.659669500,4.783387000,4.829137000,-0.045750000,0.703791000,3.123890000
100,1.662229300,4.519735000,4.616058000,-0.096323000,0.702599000,3.135056000
101,1.663921600,4.369078000,4.429586000,-0.060508000,0.702169000,3.138772000
102,1.665524500,4.293749000,4.323338000,-0.029589000,0.702046000,3.139668000
103,1.681962500,4.218420000,4.270278000,-0.051858000,0.701910000,3.140426000
104,1.701845900,4.256084000,4.217124000,0.038960000,0.701954000,3.140469000
105,1.766224900,4.256084000,4.243762000,0.012322000,0.701977000,3.140385000
106,1.768659400,4.218420000,4.243826000,-0.025406000,0.701929000,3.140558000
107,1.770250600,4.256084000,4.217256000,0.038828000,0.701972000,3.140603000
108,1.781604600,4.218420000,4.243894000,-0.025474000,0.701924000,3.140777000
109,1.801830300,4.256084000,4.217323000,0.038761000,0.701967000,3.140825000
110,1.875840300,4.218420000,4.243960000,-0.025540000,0.701919000,3.141000000
111,1.878407000,4.256084000,4.217390000,0.038694000,0.701961000,3.141049000
112,1.879971300,4.218420000,4.244026000,-0.025606000,0.701913000,3.141226000
113,1.881846300,4.256084000,4.217455000,0.038629000,0.701955000,3.141276000
114,1.901795300,4.218420000,4.244092000,-0.025672000,0.701907000,3.141455000
115,1.921969100,4.256084000,4.217520000,0.038564000,0.701949000,3.141507000
116,1.980072200,4.256084000,4.244156000,0.011928000,0.701971000,3.141423000
117,1.983797200,4.218420000,4.244218000,-0.025798000,0.701923000,3.141604000
118,1.986643100,4.256084000,4.217646000,0.038438000,0.701964000,3.141659000
119,2.001575500,4.256084000,4.244282000,0.011802000,0.701986000,3.141576000
120,2.021794300,4.218420000,4.244343000,-0.025923000,0.701937000,3.141758000
121,2.087488500,4.256084000,4.217770000,0.038314000,0.701978000,3.141816000
122,2.089986900,4.256084000,4.244405000,0.011679000,0.702000000,3.141733000
123,2.091669800,4.218420000,4.244466000,-0.026046000,0.701951000,3.141918000
124,2.101997400,4.256084000,4.217892000,0.038192000,0.701992000,3.141979000
125,2.123745400,4.256084000,4.244527000,0.011557000,0.702013000,3.141897000
126,2.191989400,4.218420000,4.244587000,-0.026167000,0.701964000,3.142083000
127,2.194792600,4.256084000,4.218011000,0.038073000,0.702004000,3.142148000
128,2.196641800,4.256084000,4.244647000,0.011437000,0.702026000,3.142066000
129,2.198288400,4.218420000,4.244706000,-0.026286000,0.701976000,3.142254000
130,2.216124600,4.256084000,4.218130000,0.037954000,0.702015000,3.142322000
131,2.235790700,4.256084000,4.244764000,0.011320000,0.702037000,3.142240000
132,2.291901800,4.256084000,4.244823000,0.011261000,0.702058000,3.142159000
133,2.294474400,4.218420000,4.244882000,-0.026462000,0.702008000,3.142349000
134,2.297111500,4.256084000,4.218303000,0.037781000,0.702047000,3.142422000
135,2.317490200,5.310689000,5.659029000,-0.348340000,0.726801000,2.877903000
136,2.337770300,6.817268000,6.306034000,0.511234000,0.703712000,3.127242000
137,2.394902900,7.570557000,7.455549000,0.115008000,0.701006000,3.157714000
138,2.397446800,8.022531000,7.991062000,0.031469000,0.700583000,3.162794000
139,2.399772500,8.323847000,8.308825000,0.015022000,0.700470000,3.164312000
140,2.418984200,8.436840000,8.520269000,-0.083429000,0.700773000,3.159213000
141,2.439450200,8.549833000,8.597643000,-0.047810000,0.700877000,3.157024000
142,2.509215000,8.587498000,8.675849000,-0.088351000,0.700938000,3.154319000
143,2.512614800,8.625162000,8.700477000,-0.075315000,0.700954000,3.152411000
144,2.514784200,8.625162000,8.725392000,-0.100230000,0.700927000,3.150397000
145,2.522193000,8.700491000,8.723443000,-0.022952000,0.700920000,3.149942000
146,2.541648000,8.700491000,8.775803000,-0.075312000,0.700827000,3.149213000
147,2.615925400,8.700491000,8.774371000,-0.073880000,0.700737000,3.148507000
148,2.618631400,8.738155000,8.772986000,-0.034831000,0.700695000,3.148179000
149,2.620377900,8.700491000,8.798733000,-0.098242000,0.700530000,3.147756000
150,2.622388800,8.738155000,8.770545000,-0.032390000,0.700492000,3.147456000
151,2.641724900,8.700491000,8.796345000,-0.095854000,0.700334000,3.147063000
152,2.662028500,8.738155000,8.768253000,-0.030098000,0.700300000,3.146789000
153,2.725609000,8.738155000,8.794101000,-0.055946000,0.700210000,3.146570000
154,2.728127700,8.700491000,8.793126000,-0.092635000,0.700062000,3.146213000
155,2.729720200,8.738155000,8.765163000,-0.027008000,0.700033000,3.145971000
156,2.741766900,8.700491000,8.791073000,-0.090582000,0.699891000,3.145638000
157,2.761921700,8.738155000,8.763188000,-0.025033000,0.699865000,3.145416000
158,2.834548100,8.700491000,8.789135000,-0.088644000,0.699729000,3.145106000
159,2.837333800,8.738155000,8.761324000,-0.023169000,0.699706000,3.144903000
160,2.839081700,8.738155000,8.787304000,-0.049149000,0.699631000,3.144739000
161,2.842134300,8.738155000,8.786514000,-0.048359000,0.699559000,3.144579000
162,2.861648700,8.738155000,8.785747000,-0.047592000,0.699488000,3.144424000
163,2.881622400,8.775820000,8.784998000,-0.009178000,0.699475000,3.144394000
164,2.943194200,8.775820000,8.811200000,-0.035380000,0.699405000,3.144472000
165,2.945780100,8.738155000,8.810652000,-0.072497000,0.699263000,3.144631000
166,2.947439400,8.775820000,8.783201000,-0.007381000,0.699252000,3.144606000
167,2.961689500,8.775820000,8.809427000,-0.033607000,0.699187000,3.144681000
168,2.981489600,8.738155000,8.808922000,-0.070767000,0.699052000,3.144837000
169,3.045772600,8.775820000,8.781539000,-0.005719000,0.699045000,3.144818000
170,3.048462700,8.775820000,8.807784000,-0.031964000,0.698984000,3.144890000
171,3.050250400,8.775820000,8.807317000,-0.031497000,0.698926000,3.144959000
172,3.061772000,8.775820000,8.806861000,-0.031041000,0.698868000,3.145028000
173,3.081672700,8.775820000,8.806417000,-0.030597000,0.698812000,3.145094000
174,3.159404400,8.775820000,8.805982000,-0.030162000,0.698758000,3.145159000
175,3.162259100,8.399176000,8.019267000,0.379909000,0.712513000,3.009035000
176,3.164060000,7.758879000,7.789941000,-0.031062000,0.711613000,3.017889000
177,3.165663300,7.344571000,7.332056000,0.012515000,0.711864000,3.015461000
178,3.181533500,6.967926000,7.037611000,-0.069685000,0.710849000,3.025095000
179,3.201644600,6.741939000,6.768197000,-0.026258000,0.710590000,3.027449000
180,3.261653500,6.591281000,6.607227000,-0.015946000,0.710479000,3.028418000
181,3.264466800,6.553617000,6.500016000,0.053601000,0.710754000,3.026194000
182,3.266166400,6.402958000,6.473725000,-0.070767000,0.710425000,3.028782000
183,3.281791700,6.402958000,6.366088000,0.036870000,0.710527000,3.028143000
184,3.301977300,6.327630000,6.366362000,-0.038732000,0.710420000,3.028813000
185,3.364849300,6.289966000,6.312561000,-0.022595000,0.710378000,3.028984000
186,3.367320600,6.289966000,6.285645000,0.004321000,0.710384000,3.028972000
187,3.368785200,6.252301000,6.285675000,-0.033374000,0.710339000,3.029063000
188,3.382007600,6.252301000,6.258691000,-0.006390000,0.710333000,3.029048000
189,3.402099400,6.252301000,6.258647000,-0.006346000,0.710328000,3.029034000
190,3.481377400,6.252301000,6.258604000,-0.006303000,0.710322000,3.029021000
191,3.484375000,6.252301000,6.258562000,-0.006261000,0.710317000,3.029007000
192,3.486318000,6.252301000,6.258520000,-0.006219000,0.710312000,3.028993000
193,3.488155700,6.214636000,6.258478000,-0.043842000,0.710274000,3.028897000
194,3.501917700,6.252301000,6.231431000,0.020870000,0.710281000,3.029048000
195,3.522237100,6.252301000,6.258323000,-0.006022000,0.710276000,3.029035000
196,3.601850700,6.252301000,6.258283000,-0.005982000,0.710271000,3.029022000
197,3.604959900,6.214636000,6.258242000,-0.043606000,0.710234000,3.028929000
198,3.606858600,6.252301000,6.231201000,0.021100000,0.710241000,3.029083000
199,3.608622700,6.252301000,6.258091000,-0.005790000,0.710236000,3.029071000
200,3.621742600,6.252301000,6.258052000,-0.005751000,0.710231000,3.029059000
201,3.641741800,6.252301000,6.258014000,-0.005713000,0.710226000,3.029047000
202,3.713548600,6.214636000,6.257977000,-0.043341000,0.710189000,3.028956000
203,3.717533100,6.252301000,6.230940000,0.021361000,0.710196000,3.029114000
204,3.719526700,6.252301000,6.257830000,-0.005529000,0.710192000,3.029102000
205,3.721767800,6.252301000,6.257793000,-0.005492000,0.710187000,3.029091000
206,3.741679600,6.252301000,6.257757000,-0.005456000,0.710182000,3.029080000
207,3.829276900,6.252301000,6.257721000,-0.005420000,0.710178000,3.029069000
208,3.832247700,6.252301000,6.257685000,-0.005384000,0.710173000,3.029058000
209,3.834818700,6.252301000,6.257650000,-0.005349000,0.710168000,3.029047000
210,3.836642600,6.252301000,6.257615000,-0.005314000,0.710164000,3.029036000
211,3.842807900,6.252301000,6.257580000,-0.005279000,0.710159000,3.029025000
212,3.863542200,6.252301000,6.257545000,-0.005244000,0.710155000,3.029015000
213,3.945293500,6.252301000,6.257511000,-0.005210000,0.710151000,3.029004000
214,3.948613800,6.252301000,6.257477000,-0.005176000,0.710146000,3.028994000
215,3.950750300,5.762663000,5.500196000,0.262467000,0.719288000,2.936126000
216,3.953375200,5.009374000,5.172656000,-0.163282000,0.714912000,2.980399000
217,3.955960200,4.519735000,4.624400000,-0.104665000,0.713133000,2.998173000
218,3.976763100,4.218420000,4.272531000,-0.054111000,0.712543000,3.003947000
219,4.064390500,3.992433000,4.057185000,-0.064752000,0.712076000,3.008373000
220,4.067422800,3.879440000,3.895846000,-0.016406000,0.712003000,3.009025000
221,4.069426100,3.766446000,3.815332000,-0.048886000,0.711854000,3.010264000
222,4.071181200,3.766446000,3.734751000,0.031695000,0.711906000,3.009918000
223,4.077002800,3.728782000,3.734829000,-0.006047000,0.711896000,3.009985000
224,4.096805200,3.691118000,3.708001000,-0.016883000,0.711876000,3.010087000
225,4.173034900,3.691118000,3.681148000,0.009970000,0.711883000,3.010076000
226,4.175682100,3.691118000,3.681171000,0.009947000,0.711891000,3.010064000
227,4.177514300,3.691118000,3.681195000,0.009923000,0.711898000,3.010052000
228,4.179371500,3.691118000,3.681218000,0.009900000,0.711905000,3.010040000
229,4.197329500,3.691118000,3.681241000,0.009877000,0.711913000,3.010028000
230,4.286519700,3.691118000,3.681264000,0.009854000,0.711920000,3.010016000
231,4.289465500,3.691118000,3.681287000,0.009831000,0.711928000,3.010004000
232,4.291404500,3.691118000,3.681310000,0.009808000,0.711935000,3.009992000
233,4.293480300,3.691118000,3.681333000,0.009785000,0.711942000,3.009980000
234,4.302070200,3.653453000,3.681356000,-0.027903000,0.711921000,3.010015000
235,4.321963200,3.691118000,3.654476000,0.036642000,0.711931000,3.010158000
236,4.401207900,3.691118000,3.681376000,0.009742000,0.711938000,3.010146000
237,4.404503500,3.691118000,3.681399000,0.009719000,0.711946000,3.010134000
238,4.406410800,3.691118000,3.681422000,0.009696000,0.711953000,3.010122000
239,4.408290100,3.728782000,3.681446000,0.047336000,0.711990000,3.010062000
240,4.422188700,3.691118000,3.708376000,-0.017258000,0.711967000,3.010175000
241,4.441861700,3.691118000,3.681517000,0.009601000,0.711975000,3.010163000
242,4.530862500,3.691118000,3.681540000,0.009578000,0.711982000,3.010151000
243,4.534364200,3.691118000,3.681563000,0.009555000,0.711990000,3.010139000
244,4.536692400,3.691118000,3.681586000,0.009532000,0.711997000,3.010128000
245,4.539051000,3.691118000,3.681609000,0.009509000,0.712004000,3.010116000
246,4.541681200,3.691118000,3.681633000,0.009485000,0.712012000,3.010104000
247,4.562007500,3.691118000,3.681655000,0.009463000,0.712019000,3.010092000
248,4.649900900,3.728782000,3.681679000,0.047103000,0.712056000,3.010031000
249,4.652954700,3.691118000,3.708613000,-0.017495000,0.712033000,3.010151000
250,4.654991300,3.691118000,3.681751000,0.009367000,0.712041000,3.010139000
251,4.656921800,3.691118000,3.681774000,0.009344000,0.712048000,3.010127000
252,4.664170500,3.691118000,3.681797000,0.009321000,0.712055000,3.010115000
253,4.674527500,3.691118000,3.681820000,0.009298000,0.712063000,3.010103000
254,4.695055300,3.691118000,3.681843000,0.009275000,0.712070000,3.010091000
255,4.758251400,4.557400000,4.735398000,-0.177998000,0.719847000,2.927207000
256,4.760635900,5.800327000,5.329675000,0.470652000,0.705632000,3.080172000
257,4.762153500,6.402958000,6.249017000,0.153941000,0.703226000,3.107039000
258,4.776583100,6.779603000,6.677651000,0.101952000,0.702329000,3.117643000
259,4.797163100,6.967926000,6.943865000,0.024061000,0.702220000,3.119097000
260,4.872288400,7.118584000,7.076383000,0.042201000,0.702117000,3.120726000
261,4.875293100,7.156249000,7.182586000,-0.026337000,0.702136000,3.120170000
262,4.877208300,7.193912000,7.208781000,-0.014869000,0.702141000,3.119922000
263,4.879554100,7.193912000,7.235086000,-0.041174000,0.702136000,3.119419000
264,4.900257300,7.193912000,7.234699000,-0.040787000,0.702132000,3.118923000
265,4.983964600,7.231577000,7.234318000,-0.002741000,0.702131000,3.118890000
266,4.986738600,7.231577000,7.260739000,-0.029162000,0.702115000,3.118667000
267,4.988482400,7.231577000,7.260468000,-0.028891000,0.702100000,3.118448000
268,4.990293000,7.231577000,7.260201000,-0.028624000,0.702084000,3.118231000
269,5.001780900,7.231577000,7.259937000,-0.028360000,0.702069000,3.118018000
270,5.022417100,7.231577000,7.259676000,-0.028099000,0.702054000,3.117807000
271,5.102423300,7.231577000,7.259420000,-0.027843000,0.702039000,3.117599000
272,5.106374800,7.269241000,7.259167000,0.010074000,0.702044000,3.117674000
273,5.109280200,7.231577000,7.285700000,-0.054123000,0.701991000,3.117522000
274,5.112569000,7.231577000,7.258768000,-0.027191000,0.701977000,3.117320000
275,5.115951400,7.269241000,7.258524000,0.010717000,0.701982000,3.117399000
276,5.135497100,7.231577000,7.285059000,-0.053482000,0.701930000,3.117255000
277,5.224757100,7.269241000,7.258142000,0.011099000,0.701936000,3.117337000
278,5.228483800,7.231577000,7.284679000,-0.053102000,0.701884000,3.117198000
279,5.230750600,7.269241000,7.257770000,0.011471000,0.701890000,3.117282000
280,5.232946900,7.269241000,7.284307000,-0.015066000,0.701876000,3.117243000
281,5.235986600,7.269241000,7.284173000,-0.014932000,0.701861000,3.117205000
282,5.256601200,7.269241000,7.284042000,-0.014801000,0.701847000,3.117167000
283,5.340450400,7.231577000,7.283912000,-0.052335000,0.701797000,3.117035000
284,5.343492500,7.269241000,7.257022000,0.012219000,0.701803000,3.117125000
285,5.345362300,7.269241000,7.283561000,-0.014320000,0.701789000,3.117090000
286,5.347293300,7.269241000,7.283437000,-0.014196000,0.701776000,3.117054000
287,5.357017900,7.269241000,7.283314000,-0.014073000,0.701762000,3.117020000
288,5.377050200,7.231577000,7.283193000,-0.051616000,0.701714000,3.116894000
289,5.453912800,7.269241000,7.256321000,0.012920000,0.701719000,3.116990000
290,5.456589000,7.231577000,7.282861000,-0.051284000,0.701671000,3.116867000
291,5.458366400,7.269241000,7.255996000,0.013245000,0.701677000,3.116965000
292,5.460310100,7.231577000,7.282536000,-0.050959000,0.701629000,3.116847000
293,5.479624100,7.269241000,7.255679000,0.013562000,0.701635000,3.116947000
294,5.499926600,7.269241000,7.282218000,-0.012977000,0.701623000,3.116918000
295,5.576189500,6.478288000,6.035342000,0.442946000,0.721693000,2.912350000
296,5.579445300,5.197696000,5.549042000,-0.351346000,0.710180000,3.029396000
297,5.581707300,4.482071000,4.600118000,-0.118047000,0.707868000,3.052684000
298,5.585525500,3.992433000,4.088518000,-0.096085000,0.706645000,3.064828000
299,5.601832800,3.653453000,3.740681000,-0.087228000,0.705932000,3.071754000
300,5.621291500,3.427466000,3.500615000,-0.073149000,0.705562000,3.075204000
301,5.705158500,3.276808000,3.340850000,-0.064042000,0.705370000,3.076848000
302,5.708421700,3.163815000,3.234418000,-0.070603000,0.705258000,3.077643000
303,5.710735500,3.163815000,3.154598000,0.009217000,0.705263000,3.077639000
304,5.713467300,3.088486000,3.154613000,-0.066127000,0.705227000,3.077665000
305,5.721968200,3.126150000,3.101382000,0.024768000,0.705223000,3.077837000
306,5.741979600,3.126150000,3.127983000,-0.001833000,0.705222000,3.077832000
307,5.837231800,3.126150000,3.127980000,-0.001830000,0.705222000,3.077826000
308,5.841097700,3.126150000,3.127977000,-0.001827000,0.705222000,3.077820000
309,5.843616500,3.088486000,3.127974000,-0.039488000,0.705214000,3.077688000
310,5.845827200,3.126150000,3.101349000,0.024801000,0.705210000,3.077865000
311,5.848072400,3.126150000,3.127951000,-0.001801000,0.705209000,3.077859000
312,5.861698600,3.126150000,3.127948000,-0.001798000,0.705209000,3.077853000
313,5.882144800,3.126150000,3.127945000,-0.001795000,0.705209000,3.077847000
314,5.960141200,3.126150000,3.127942000,-0.001792000,0.705208000,3.077841000
315,5.963583600,3.126150000,3.127939000,-0.001789000,0.705208000,3.077835000
316,5.965757700,3.126150000,3.127936000,-0.001786000,0.705207000,3.077829000
317,5.967802900,3.126150000,3.127933000,-0.001783000,0.705207000,3.077823000
318,5.981808600,3.126150000,3.127930000,-0.001780000,0.705207000,3.077817000
319,6.001697200,3.126150000,3.127928000,-0.001778000,0.705206000,3.077811000
320,6.085474000,3.126150000,3.127924000,-0.001774000,0.705206000,3.077804000
321,6.088559800,3.163815000,3.127921000,0.035894000,0.705213000,3.077928000
322,6.090616600,3.126150000,3.154543000,-0.028393000,0.705197000,3.077944000
323,6.092929400,3.126150000,3.127934000,-0.001784000,0.705196000,3.077937000
324,6.102020900,3.126150000,3.127931000,-0.001781000,0.705196000,3.077931000
325,6.121793500,3.126150000,3.127928000,-0.001778000,0.705196000,3.077925000
326,6.208238500,3.126150000,3.127925000,-0.001775000,0.705195000,3.077919000
327,6.211969300,3.163815000,3.127922000,0.035893000,0.705203000,3.078045000
328,6.215067400,3.126150000,3.154545000,-0.028395000,0.705185000,3.078062000
329,6.217616200,3.126150000,3.127934000,-0.001784000,0.705185000,3.078055000
330,6.221807900,3.126150000,3.127931000,-0.001781000,0.705185000,3.078049000
331,6.241907400,3.126150000,3.127928000,-0.001778000,0.705184000,3.078043000
332,6.325419500,3.163815000,3.127925000,0.035890000,0.705192000,3.078171000
333,6.328236900,3.126150000,3.154549000,-0.028399000,0.705174000,3.078189000
334,6.329899400,3.126150000,3.127938000,-0.001788000,0.705174000,3.078183000
335,6.332015000,3.766446000,3.897480000,-0.131034000,0.708599000,3.041405000
336,6.341949600,4.670393000,4.341674000,0.328719000,0.702398000,3.108833000
337,6.361787200,5.197696000,4.990335000,0.207361000,0.700367000,3.131962000
338,6.435904400,5.461347000,5.362875000,0.098472000,0.699916000,3.137653000
339,6.438539500,5.574340000,5.548195000,0.026145000,0.699865000,3.138461000
340,6.440391900,5.724998000,5.627439000,0.097559000,0.699783000,3.140347000
341,6.442660400,5.762663000,5.733445000,0.029218000,0.699802000,3.140459000
342,6.461852700,5.800327000,5.759975000,0.040352000,0.699844000,3.140456000
343,6.481977200,5.875656000,5.786574000,0.089082000,0.699970000,3.140104000
344,6.538374500,5.875656000,5.839840000,0.035816000,0.700048000,3.139681000
345,6.540948300,5.875656000,5.840066000,0.035590000,0.700126000,3.139261000
346,6.542801300,5.913321000,5.840290000,0.073031000,0.700284000,3.138401000
347,6.561969100,5.875656000,5.867126000,0.008530000,0.700306000,3.138267000
348,6.581552300,5.913321000,5.840804000,0.072517000,0.700463000,3.137417000
349,6.638380600,5.875656000,5.867641000,0.008015000,0.700483000,3.137291000
350,6.640935600,5.875656000,5.841309000,0.034347000,0.700557000,3.136891000
351,6.643424800,5.913321000,5.841524000,0.071797000,0.700712000,3.136055000
352,6.661543000,5.913321000,5.868365000,0.044956000,0.700826000,3.135348000
353,6.681621500,5.875656000,5.868653000,0.007003000,0.700844000,3.135238000
354,6.745220000,5.875656000,5.842301000,0.033355000,0.700916000,3.134853000
355,6.747766200,5.913321000,5.842508000,0.070813000,0.701067000,3.134036000
356,6.749426000,5.875656000,5.869354000,0.006302000,0.701083000,3.133937000
357,6.761868800,5.913321000,5.842988000,0.070333000,0.701233000,3.133130000
358,6.781789300,5.875656000,5.869835000,0.005821000,0.701247000,3.133039000
359,6.850418700,5.913321000,5.843460000,0.069861000,0.701396000,3.132241000
360,6.853311300,5.875656000,5.870310000,0.005346000,0.701409000,3.132157000
361,6.854858000,5.913321000,5.843925000,0.069396000,0.701556000,3.131368000
