sample,time_s,measured_speed_rad_s,predicted_speed_rad_s,prediction_error_rad_s,a,b
1829,36.201389000,3.728782000,3.713513000,0.015269000,0.713419000,3.009587000
1830,36.276666100,3.728782000,3.713539000,0.015243000,0.713429000,3.009554000
1831,36.279373300,3.766446000,3.713565000,0.052881000,0.713464000,3.009440000
1832,36.280970500,3.728782000,3.740528000,-0.011746000,0.713452000,3.009506000
1833,36.282936300,3.728782000,3.713635000,0.015147000,0.713462000,3.009474000
1834,36.301375200,3.728782000,3.713661000,0.015121000,0.713472000,3.009441000
1835,36.321655100,3.728782000,3.713687000,0.015095000,0.713483000,3.009408000
1836,36.383121100,3.766446000,3.713714000,0.052732000,0.713518000,3.009292000
1837,36.385565700,3.728782000,3.740680000,-0.011898000,0.713506000,3.009361000
1838,36.387038900,3.728782000,3.713784000,0.014998000,0.713516000,3.009328000
1839,36.401778900,3.728782000,3.713811000,0.014971000,0.713526000,3.009295000
1840,36.421760300,3.728782000,3.713837000,0.014945000,0.713537000,3.009262000
1841,36.499574300,3.728782000,3.713864000,0.014918000,0.713547000,3.009229000
1842,36.502629500,3.728782000,3.713890000,0.014892000,0.713557000,3.009196000
1843,36.504557700,3.728782000,3.713917000,0.014865000,0.713567000,3.009163000
1844,36.506345300,3.728782000,3.713943000,0.014839000,0.713577000,3.009130000
1845,36.521818900,3.728782000,3.713970000,0.014812000,0.713588000,3.009097000
1846,36.541389000,3.728782000,3.713996000,0.014786000,0.713598000,3.009063000
1847,36.617619000,3.728782000,3.714023000,0.014759000,0.713608000,3.009030000
1848,36.620335900,3.728782000,3.714050000,0.014732000,0.713619000,3.008996000
1849,36.622161600,3.728782000,3.714077000,0.014705000,0.713629000,3.008963000
1850,36.623913000,3.728782000,3.714103000,0.014679000,0.713639000,3.008930000
1851,36.641789000,3.728782000,3.714130000,0.014652000,0.713649000,3.008896000
1852,36.661886900,3.691118000,3.714157000,-0.023039000,0.713633000,3.008949000
1853,36.718550000,3.728782000,3.687236000,0.041546000,0.713647000,3.009014000
1854,36.720967100,3.728782000,3.714190000,0.014592000,0.713658000,3.008981000
1855,36.722951300,4.595065000,4.767360000,-0.172295000,0.719075000,2.950811000
1856,36.741543600,5.800327000,5.369765000,0.430562000,0.709468000,3.054969000
1857,36.761393500,6.440623000,6.253627000,0.186996000,0.707222000,3.080167000
1858,36.820741900,6.854933000,6.711067000,0.143866000,0.706260000,3.091595000
1859,36.823540100,7.043255000,7.005484000,0.037771000,0.706137000,3.093255000
1860,36.825221000,7.156249000,7.138782000,0.017467000,0.706107000,3.093740000
1861,36.841793400,7.193912000,7.218698000,-0.024786000,0.706126000,3.093294000
1862,36.861558500,7.269241000,7.245116000,0.024125000,0.706116000,3.093648000
1863,36.927821800,7.231577000,7.298478000,-0.066901000,0.706103000,3.093103000
1864,36.930349100,7.306906000,7.271411000,0.035495000,0.706098000,3.093508000
1865,36.932309600,7.306906000,7.324851000,-0.017945000,0.706089000,3.093422000
1866,36.941607400,7.306906000,7.324724000,-0.017818000,0.706080000,3.093337000
1867,36.961399800,7.306906000,7.324599000,-0.017693000,0.706071000,3.093253000
1868,37.034098000,7.306906000,7.324474000,-0.017568000,0.706063000,3.093169000
1869,37.036635000,7.306906000,7.324351000,-0.017445000,0.706054000,3.093086000
1870,37.038261500,7.306906000,7.324229000,-0.017323000,0.706045000,3.093004000
1871,37.041906400,7.344571000,7.324108000,0.020463000,0.706055000,3.093101000
1872,37.061946100,7.269241000,7.350844000,-0.081603000,0.705988000,3.092994000
1873,37.139013300,7.344571000,7.297091000,0.047480000,0.705996000,3.093382000
1874,37.141722900,7.306906000,7.350602000,-0.043696000,0.705959000,3.093327000
1875,37.143710400,7.306906000,7.323708000,-0.016802000,0.705951000,3.093248000
1876,37.145585200,7.306906000,7.323592000,-0.016686000,0.705943000,3.093169000
1877,37.161537300,7.306906000,7.323476000,-0.016570000,0.705935000,3.093091000
1878,37.181613100,7.306906000,7.323362000,-0.016456000,0.705927000,3.093014000
1879,37.246424000,7.306906000,7.323249000,-0.016343000,0.705919000,3.092937000
1880,37.248953700,7.306906000,7.323137000,-0.016231000,0.705911000,3.092862000
1881,37.250526500,7.306906000,7.323026000,-0.016120000,0.705903000,3.092786000
1882,37.261455700,7.306906000,7.322916000,-0.016010000,0.705895000,3.092712000
1883,37.281599300,7.306906000,7.322806000,-0.015900000,0.705887000,3.092638000
1884,37.359435200,7.306906000,7.322698000,-0.015792000,0.705880000,3.092564000
1885,37.362532500,7.306906000,7.322590000,-0.015684000,0.705872000,3.092492000
1886,37.364481500,7.306906000,7.322484000,-0.015578000,0.705864000,3.092420000
1887,37.366442400,7.306906000,7.322379000,-0.015473000,0.705857000,3.092348000
1888,37.381768900,7.306906000,7.322274000,-0.015368000,0.705850000,3.092277000
1889,37.401414500,7.344571000,7.322171000,0.022400000,0.705860000,3.092380000
1890,37.464549700,7.306906000,7.348907000,-0.042001000,0.705825000,3.092344000
1891,37.467317400,7.344571000,7.322038000,0.022533000,0.705836000,3.092448000
1892,37.469068900,7.306906000,7.348774000,-0.041868000,0.705801000,3.092414000
1893,37.481992400,7.344571000,7.321908000,0.022663000,0.705811000,3.092518000
1894,37.501877500,7.306906000,7.348644000,-0.041738000,0.705776000,3.092485000
1895,37.575026600,6.553617000,6.084785000,0.468832000,0.722324000,2.922514000
1896,37.577685000,5.235361000,5.610590000,-0.375229000,0.712410000,3.024095000
1897,37.579311600,4.482071000,4.636951000,-0.154880000,0.709964000,3.048919000
1898,37.581770100,3.992433000,4.096785000,-0.104352000,0.708914000,3.059421000
1899,37.601806700,3.653453000,3.748119000,-0.094666000,0.708307000,3.065359000
1900,37.621579400,3.465131000,3.507373000,-0.042242000,0.708141000,3.066906000
1901,37.679804200,3.276808000,3.373874000,-0.097066000,0.707896000,3.069053000
1902,37.682750200,3.163815000,3.240356000,-0.076541000,0.707810000,3.069626000
1903,37.684734400,3.163815000,3.160269000,0.003546000,0.707811000,3.069631000
1904,37.701477100,3.126150000,3.160274000,-0.034124000,0.707802000,3.069585000
1905,37.721790600,3.163815000,3.133571000,0.030244000,0.707802000,3.069716000
1906,37.794738100,3.126150000,3.160269000,-0.034119000,0.707792000,3.069670000
1907,37.797217500,3.163815000,3.133566000,0.030249000,0.707792000,3.069803000
1908,37.798773500,3.163815000,3.160264000,0.003551000,0.707793000,3.069807000
1909,37.801344000,3.126150000,3.160268000,-0.034118000,0.707783000,3.069761000
1910,37.821742000,3.163815000,3.133565000,0.030250000,0.707783000,3.069895000
1911,37.841548900,3.126150000,3.160263000,-0.034113000,0.707773000,3.069848000
1912,37.907826900,3.163815000,3.133560000,0.030255000,0.707773000,3.069983000
1913,37.910634000,3.163815000,3.160258000,0.003557000,0.707774000,3.069988000
1914,37.912895800,3.163815000,3.160262000,0.003553000,0.707775000,3.069993000
1915,37.921839000,3.126150000,3.160267000,-0.034117000,0.707765000,3.069945000
1916,37.941447500,3.163815000,3.133564000,0.030251000,0.707765000,3.070083000
1917,38.012587100,3.163815000,3.160262000,0.003553000,0.707766000,3.070088000
1918,38.015016200,3.126150000,3.160266000,-0.034116000,0.707756000,3.070040000
1919,38.016540200,3.163815000,3.133563000,0.030252000,0.707755000,3.070179000
1920,38.021837000,3.163815000,3.160261000,0.003554000,0.707756000,3.070184000
1921,38.041370700,3.163815000,3.160266000,0.003549000,0.707758000,3.070189000
1922,38.120537400,3.126150000,3.160271000,-0.034121000,0.707747000,3.070141000
1923,38.123276000,3.163815000,3.133567000,0.030248000,0.707747000,3.070283000
1924,38.124848300,3.163815000,3.160265000,0.003550000,0.707748000,3.070288000
1925,38.126439300,3.126150000,3.160270000,-0.034120000,0.707738000,3.070240000
1926,38.141785600,3.163815000,3.133566000,0.030249000,0.707737000,3.070383000
1927,38.162055600,3.163815000,3.160265000,0.003550000,0.707738000,3.070388000
1928,38.233410400,3.163815000,3.160269000,0.003546000,0.707739000,3.070393000
1929,38.236191500,3.126150000,3.160275000,-0.034125000,0.707729000,3.070344000
1930,38.238153700,3.163815000,3.133570000,0.030245000,0.707728000,3.070490000
1931,38.242061200,3.126150000,3.160269000,-0.034119000,0.707718000,3.070441000
1932,38.261546900,3.163815000,3.133565000,0.030250000,0.707717000,3.070588000
1933,38.340936900,3.163815000,3.160264000,0.003551000,0.707719000,3.070593000
1934,38.343649800,3.126150000,3.160269000,-0.034119000,0.707708000,3.070544000
1935,38.345295700,3.804111000,3.901200000,-0.097089000,0.709811000,3.047821000
1936,38.346999100,4.670393000,4.376501000,0.293892000,0.705246000,3.097785000
1937,38.361765000,5.197696000,4.997559000,0.200137000,0.703563000,3.116993000
1938,38.381777400,5.499012000,5.371251000,0.127761000,0.703035000,3.123576000
1939,38.445328000,5.612005000,5.583964000,0.028041000,0.702988000,3.124309000
1940,38.447867900,5.762663000,5.663541000,0.099122000,0.702913000,3.125949000
1941,38.449443800,5.837992000,5.769920000,0.068072000,0.702945000,3.126203000
1942,38.461672200,5.875656000,5.823199000,0.052457000,0.703003000,3.126061000
1943,38.481966400,5.875656000,5.849936000,0.025720000,0.703039000,3.125908000
1944,38.548512300,5.913321000,5.850064000,0.063257000,0.703128000,3.125531000
1945,38.551029900,5.875656000,5.876865000,-0.001209000,0.703126000,3.125542000
1946,38.552787700,5.913321000,5.850376000,0.062945000,0.703215000,3.125169000
1947,38.561636600,5.875656000,5.877178000,-0.001522000,0.703212000,3.125183000
1948,38.581901200,5.913321000,5.850683000,0.062638000,0.703300000,3.124812000
1949,38.656808800,5.875656000,5.877487000,-0.001831000,0.703297000,3.124829000
1950,38.659302500,5.913321000,5.850988000,0.062333000,0.703385000,3.124461000
1951,38.660869400,5.913321000,5.877794000,0.035527000,0.703446000,3.124132000
1952,38.664186900,5.875656000,5.877976000,-0.002320000,0.703442000,3.124153000
